date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:27:36	33215/33215	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:35%20GMT	https://www.calculat.org/pt/volume-area/cone/	E:/calculorg/s/www.calculat.org/pt/volume-area/cone/index.html	(from https://www.calculat.org/pt/)
06:27:36	27696/27696	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:35%20GMT	https://www.calculat.org/pt/volume-area/bola/	E:/calculorg/s/www.calculat.org/pt/volume-area/bola/index.html	(from https://www.calculat.org/pt/)
06:27:36	29667/29667	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:35%20GMT	https://www.calculat.org/pt/volume-area/prisma/	E:/calculorg/s/www.calculat.org/pt/volume-area/prisma/index.html	(from https://www.calculat.org/pt/)
06:27:36	347/347	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Nov%202022%2014:04:35%20GMT	https://www.calculat.org/aaa/css/0/400.css	E:/calculorg/s/www.calculat.org/aaa/css/0/400.css	(from https://www.calculat.org/pt/regra-de-tres/)
06:27:36	39626/39626	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:36%20GMT	https://www.calculat.org/pt/volume-area/piramide/	E:/calculorg/s/www.calculat.org/pt/volume-area/piramide/index.html	(from https://www.calculat.org/pt/)
06:27:37	20221/20221	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:36%20GMT	https://www.calculat.org/pt/equacao/equacao-linear/	E:/calculorg/s/www.calculat.org/pt/equacao/equacao-linear/index.html	(from https://www.calculat.org/pt/)
06:27:37	4517/4517	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/400.js	E:/calculorg/s/www.calculat.org/aaa/js/0/400.js	(from https://www.calculat.org/pt/regra-de-tres/)
06:27:38	20949/20949	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:37%20GMT	https://www.calculat.org/pt/equacao/equacao-quadratica/	E:/calculorg/s/www.calculat.org/pt/equacao/equacao-quadratica/index.html	(from https://www.calculat.org/pt/)
06:27:38	20317/20317	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:37%20GMT	https://www.calculat.org/pt/equacao/sistema-de-equacoes/	E:/calculorg/s/www.calculat.org/pt/equacao/sistema-de-equacoes/index.html	(from https://www.calculat.org/pt/)
06:27:38	36331/36331	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:37%20GMT	https://www.calculat.org/pt/media/media-aritmetica/	E:/calculorg/s/www.calculat.org/pt/media/media-aritmetica/index.html	(from https://www.calculat.org/pt/)
06:27:38	27343/27343	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:38%20GMT	https://www.calculat.org/pt/potencias-raizes/segunda-potencia/	E:/calculorg/s/www.calculat.org/pt/potencias-raizes/segunda-potencia/index.html	(from https://www.calculat.org/pt/)
06:27:39	26813/26813	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:38%20GMT	https://www.calculat.org/pt/potencias-raizes/terceira-potencia/	E:/calculorg/s/www.calculat.org/pt/potencias-raizes/terceira-potencia/index.html	(from https://www.calculat.org/pt/)
06:27:39	41842/41842	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:38%20GMT	https://www.calculat.org/pt/media/media-aritmetica-ponderada/	E:/calculorg/s/www.calculat.org/pt/media/media-aritmetica-ponderada/index.html	(from https://www.calculat.org/pt/)
06:27:39	45985/45985	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:38%20GMT	https://www.calculat.org/pt/potencias-raizes/n-esima-potencia/	E:/calculorg/s/www.calculat.org/pt/potencias-raizes/n-esima-potencia/index.html	(from https://www.calculat.org/pt/)
06:27:40	27679/27679	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:39%20GMT	https://www.calculat.org/pt/potencias-raizes/raiz-quadrada/	E:/calculorg/s/www.calculat.org/pt/potencias-raizes/raiz-quadrada/index.html	(from https://www.calculat.org/pt/)
06:27:40	28359/28359	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:39%20GMT	https://www.calculat.org/pt/potencias-raizes/raiz-cubica/	E:/calculorg/s/www.calculat.org/pt/potencias-raizes/raiz-cubica/index.html	(from https://www.calculat.org/pt/)
06:27:40	31262/31262	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:39%20GMT	https://www.calculat.org/pt/potencias-raizes/raiz-n-esima/	E:/calculorg/s/www.calculat.org/pt/potencias-raizes/raiz-n-esima/index.html	(from https://www.calculat.org/pt/)
06:27:41	33970/33970	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:40%20GMT	https://www.calculat.org/pt/funcoes-trigonometricas/seno/	E:/calculorg/s/www.calculat.org/pt/funcoes-trigonometricas/seno/index.html	(from https://www.calculat.org/pt/)
06:27:41	34079/34079	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:40%20GMT	https://www.calculat.org/pt/funcoes-trigonometricas/cosseno/	E:/calculorg/s/www.calculat.org/pt/funcoes-trigonometricas/cosseno/index.html	(from https://www.calculat.org/pt/)
06:27:42	33386/33386	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:40%20GMT	https://www.calculat.org/pt/funcoes-trigonometricas/cotangente/	E:/calculorg/s/www.calculat.org/pt/funcoes-trigonometricas/cotangente/index.html	(from https://www.calculat.org/pt/)
06:27:42	33183/33183	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:40%20GMT	https://www.calculat.org/pt/funcoes-trigonometricas/tangente/	E:/calculorg/s/www.calculat.org/pt/funcoes-trigonometricas/tangente/index.html	(from https://www.calculat.org/pt/)
06:27:42	27968/27968	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:41%20GMT	https://www.calculat.org/pt/logaritmos/logaritmo-natural/	E:/calculorg/s/www.calculat.org/pt/logaritmos/logaritmo-natural/index.html	(from https://www.calculat.org/pt/)
06:27:42	34402/34402	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:41%20GMT	https://www.calculat.org/pt/logaritmos/logaritmo/	E:/calculorg/s/www.calculat.org/pt/logaritmos/logaritmo/index.html	(from https://www.calculat.org/pt/)
06:27:42	27567/27567	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:41%20GMT	https://www.calculat.org/pt/logaritmos/logaritmo-comum/	E:/calculorg/s/www.calculat.org/pt/logaritmos/logaritmo-comum/index.html	(from https://www.calculat.org/pt/)
06:27:43	21587/21587	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:41%20GMT	https://www.calculat.org/pt/conversao-de-unidades/comprimento/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/comprimento/index.html	(from https://www.calculat.org/pt/)
06:27:43	21627/21627	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:42%20GMT	https://www.calculat.org/pt/conversao-de-unidades/area/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/area/index.html	(from https://www.calculat.org/pt/)
06:27:43	24147/24147	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:42%20GMT	https://www.calculat.org/pt/conversao-de-unidades/volume/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/volume/index.html	(from https://www.calculat.org/pt/)
06:27:43	6964/6964	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:56%20GMT	https://www.calculat.org/aaa/js/0/101.js	E:/calculorg/s/www.calculat.org/aaa/js/0/101.js	(from https://www.calculat.org/pt/area-perimetro/circulo/)
06:27:44	24165/24165	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:43%20GMT	https://www.calculat.org/pt/conversao-de-unidades/massa/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/massa/index.html	(from https://www.calculat.org/pt/)
06:27:44	19935/19935	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:43%20GMT	https://www.calculat.org/pt/conversao-de-unidades/velocidade/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/velocidade/index.html	(from https://www.calculat.org/pt/)
06:27:44	20083/20083	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:43%20GMT	https://www.calculat.org/pt/conversao-de-unidades/temperatura/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/temperatura/index.html	(from https://www.calculat.org/pt/)
06:27:44	17636/17636	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:56%20GMT	https://www.calculat.org/aaa/js/0/102.js	E:/calculorg/s/www.calculat.org/aaa/js/0/102.js	(from https://www.calculat.org/pt/area-perimetro/triangulo/)
06:27:45	20814/20814	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:44%20GMT	https://www.calculat.org/pt/conversao-de-unidades/angulos/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/angulos/index.html	(from https://www.calculat.org/pt/)
06:27:45	19916/19916	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:44%20GMT	https://www.calculat.org/pt/conversao-de-unidades/pressao/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/pressao/index.html	(from https://www.calculat.org/pt/)
06:27:45	19365/19365	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:44%20GMT	https://www.calculat.org/pt/conversao-de-unidades/potencia/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/potencia/index.html	(from https://www.calculat.org/pt/)
06:27:45	11571/11571	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:49%20GMT	https://www.calculat.org/aaa/js/0/103.js	E:/calculorg/s/www.calculat.org/aaa/js/0/103.js	(from https://www.calculat.org/pt/area-perimetro/triangulo-retangulo/)
06:27:46	20104/20104	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:45%20GMT	https://www.calculat.org/pt/conversao-de-unidades/energia/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/energia/index.html	(from https://www.calculat.org/pt/)
06:27:46	20991/20991	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:45%20GMT	https://www.calculat.org/pt/conversao-de-unidades/tempo/	E:/calculorg/s/www.calculat.org/pt/conversao-de-unidades/tempo/index.html	(from https://www.calculat.org/pt/)
06:27:46	22456/22456	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:46%20GMT	https://www.calculat.org/pt/energia/consumo-de-eletricidade/	E:/calculorg/s/www.calculat.org/pt/energia/consumo-de-eletricidade/index.html	(from https://www.calculat.org/pt/)
06:27:47	7292/7292	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:49%20GMT	https://www.calculat.org/aaa/js/0/104.js	E:/calculorg/s/www.calculat.org/aaa/js/0/104.js	(from https://www.calculat.org/pt/area-perimetro/quadrado/)
06:27:47	18848/18848	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:46%20GMT	https://www.calculat.org/pt/energia/consumo-de-combustivel/	E:/calculorg/s/www.calculat.org/pt/energia/consumo-de-combustivel/index.html	(from https://www.calculat.org/pt/)
06:27:47	18390/18390	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2009:27:46%20GMT	https://www.calculat.org/pt/energia/consumo-de-gas/	E:/calculorg/s/www.calculat.org/pt/energia/consumo-de-gas/index.html	(from https://www.calculat.org/pt/)
06:27:48	10163/10163	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:49%20GMT	https://www.calculat.org/aaa/js/0/105.js	E:/calculorg/s/www.calculat.org/aaa/js/0/105.js	(from https://www.calculat.org/pt/area-perimetro/retangulo/)
06:27:48	11247/11247	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:49%20GMT	https://www.calculat.org/aaa/js/0/106.js	E:/calculorg/s/www.calculat.org/aaa/js/0/106.js	(from https://www.calculat.org/pt/area-perimetro/losango/)
06:27:48	17646/17646	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/107.js	E:/calculorg/s/www.calculat.org/aaa/js/0/107.js	(from https://www.calculat.org/pt/area-perimetro/paralelogramo/)
06:27:48	16147/16147	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/108.js	E:/calculorg/s/www.calculat.org/aaa/js/0/108.js	(from https://www.calculat.org/pt/area-perimetro/trapezio/)
06:27:49	7297/7297	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/109.js	E:/calculorg/s/www.calculat.org/aaa/js/0/109.js	(from https://www.calculat.org/pt/area-perimetro/pentagono/)
06:27:49	7136/7136	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/110.js	E:/calculorg/s/www.calculat.org/aaa/js/0/110.js	(from https://www.calculat.org/pt/area-perimetro/hexagono/)
06:27:49	7948/7948	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/111.js	E:/calculorg/s/www.calculat.org/aaa/js/0/111.js	(from https://www.calculat.org/pt/area-perimetro/poligono/)
06:27:50	7037/7037	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/112.js	E:/calculorg/s/www.calculat.org/aaa/js/0/112.js	(from https://www.calculat.org/pt/area-perimetro/teorema-de-pitagoras/)
06:27:50	7531/7531	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/201.js	E:/calculorg/s/www.calculat.org/aaa/js/0/201.js	(from https://www.calculat.org/pt/volume-area/cubo/)
06:27:50	32344/32344	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/202.js	E:/calculorg/s/www.calculat.org/aaa/js/0/202.js	(from https://www.calculat.org/pt/volume-area/ortoedro/)
06:27:51	10328/10328	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/203.js	E:/calculorg/s/www.calculat.org/aaa/js/0/203.js	(from https://www.calculat.org/pt/volume-area/cilindro/)
06:27:51	10799/10799	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:50%20GMT	https://www.calculat.org/aaa/js/0/204.js	E:/calculorg/s/www.calculat.org/aaa/js/0/204.js	(from https://www.calculat.org/pt/volume-area/cone/)
06:27:51	7161/7161	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/205.js	E:/calculorg/s/www.calculat.org/aaa/js/0/205.js	(from https://www.calculat.org/pt/volume-area/bola/)
06:27:52	8530/8530	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/206.js	E:/calculorg/s/www.calculat.org/aaa/js/0/206.js	(from https://www.calculat.org/pt/volume-area/prisma/)
06:27:52	14098/14098	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2029%20Nov%202022%2010:19:51%20GMT	https://www.calculat.org/aaa/js/0/207.js	E:/calculorg/s/www.calculat.org/aaa/js/0/207.js	(from https://www.calculat.org/pt/volume-area/piramide/)
06:27:52	761/761	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Nov%202022%2014:04:35%20GMT	https://www.calculat.org/aaa/css/0/600.css	E:/calculorg/s/www.calculat.org/aaa/css/0/600.css	(from https://www.calculat.org/pt/equacao/equacao-linear/)
